Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.017105,0.5,17.105,1.0,1.5,17.105
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.034062,0.5,16.957,1.0,1.5,16.957
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.050435,0.5,16.373,1.0,1.5,16.373
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.066557,0.5,16.123,1.0,1.5,16.123
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.084070,0.5,17.512,1.0,1.5,17.512
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.101590,0.5,17.520,1.0,1.5,17.520
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.117925,0.5,16.335,1.0,1.5,16.335
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.134777,0.5,16.852,1.0,1.5,16.852
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.151513,0.5,16.737,1.0,1.5,16.737
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.169883,0.5,18.370,1.0,1.5,18.370
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.186950,0.5,17.067,1.0,1.5,17.067
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.202542,0.5,15.592,1.0,1.5,15.592
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.219076,0.5,16.534,1.0,1.5,16.534
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.238533,0.5,19.456,1.0,1.5,19.456
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.254285,0.5,15.752,1.0,1.5,15.752
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.269562,0.5,15.278,1.0,1.5,15.278
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.285456,0.5,15.894,1.0,1.5,15.894
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.301142,0.5,15.686,1.0,1.5,15.686
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.318269,0.5,17.127,1.0,1.5,17.127
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.335525,0.5,17.257,1.0,1.5,17.257
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.351241,0.5,15.716,1.0,1.5,15.716
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.367964,0.5,16.723,1.0,1.5,16.723
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.382756,0.5,14.793,1.0,1.5,14.793
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.399825,0.5,17.068,1.0,1.5,17.068
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.416835,0.5,17.010,1.0,1.5,17.010
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.433285,0.5,16.450,1.0,1.5,16.450
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.448992,0.5,15.707,1.0,1.5,15.707
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.467133,0.5,18.142,1.0,1.5,18.142
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.483130,0.5,15.996,1.0,1.5,15.996
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.499232,0.5,16.103,1.0,1.5,16.103
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.514295,0.5,15.062,1.0,1.5,15.062
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.530177,0.5,15.883,1.0,1.5,15.883
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.547898,0.5,17.721,1.0,1.5,17.721
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.566338,0.5,18.440,1.0,1.5,18.440
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.583215,0.5,16.877,1.0,1.5,16.877
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.601853,0.5,18.638,1.0,1.5,18.638
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.618345,0.5,16.492,1.0,1.5,16.492
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.636208,0.5,17.863,1.0,1.5,17.863
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.649837,0.5,13.629,1.0,1.5,13.629
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.666285,0.5,16.448,1.0,1.5,16.448
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.682521,0.5,16.236,1.0,1.5,16.236
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.699897,0.5,17.376,1.0,1.5,17.376
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.716128,0.5,16.231,1.0,1.5,16.231
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.734253,0.5,18.125,1.0,1.5,18.125
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.749611,0.5,15.358,1.0,1.5,15.358
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.764787,0.5,15.176,1.0,1.5,15.176
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.782119,0.5,17.332,1.0,1.5,17.332
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.796661,0.5,14.543,1.0,1.5,14.543
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.814713,0.5,18.052,1.0,1.5,18.052
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.831810,0.5,17.096,1.0,1.5,17.096
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.848344,0.5,16.534,1.0,1.5,16.534
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.864896,0.5,16.552,1.0,1.5,16.552
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.880553,0.5,15.657,1.0,1.5,15.657
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.898283,0.5,17.730,1.0,1.5,17.730
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.914438,0.5,16.155,1.0,1.5,16.155
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.930368,0.5,15.930,1.0,1.5,15.930
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.947969,0.5,17.601,1.0,1.5,17.601
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.963724,0.5,15.755,1.0,1.5,15.755
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.980294,0.5,16.570,1.0,1.5,16.570
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,0.994450,0.5,14.156,1.0,1.5,14.156
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.010459,0.5,16.009,1.0,1.5,16.009
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.026859,0.5,16.400,1.0,1.5,16.400
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.044451,0.5,17.592,1.0,1.5,17.592
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.061765,0.5,17.313,1.0,1.5,17.313
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.078012,0.5,16.247,1.0,1.5,16.247
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.094222,0.5,16.210,1.0,1.5,16.210
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.109350,0.5,15.129,1.0,1.5,15.129
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.124675,0.5,15.325,1.0,1.5,15.325
GTAIV.exe,1234,0x0,DXGI,0,0,0,Hardware: Legacy Flip,0,1.142265,0.5,17.590,1.0,1.5,17.590
